2015-03-18 12:44:40,930:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:44:40,934:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:45:40,049:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:45:40,051:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:45:53,513:ERROR:JuggleFest.parse_input_file@L182: Failed to open the inputfile.
2015-03-18 12:45:53,513:WARNING:JuggleFest.<module>@L309: A problem was encountered while processing inputfile.
2015-03-18 12:46:22,151:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:46:22,153:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:46:22,154:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:46:22,154:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:46:34,108:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:46:34,109:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:49:30,581:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:49:30,582:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:49:41,334:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:49:41,335:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:49:41,335:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:49:41,336:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:50:35,312:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:50:35,312:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:50:35,312:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:50:35,313:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:50:48,150:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:50:48,150:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:51:26,752:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:51:26,752:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:51:26,753:DEBUG:JuggleFest.parse_input_file@L185:0 circuits and 0 jugglers parsed from inputfile.
2015-03-18 12:52:02,892:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:52:02,894:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:52:02,894:DEBUG:JuggleFest.parse_input_file@L185:0 circuits and 0 jugglers parsed from inputfile.
2015-03-18 12:52:29,611:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:52:29,611:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:52:29,612:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #0: H:10, E:8, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:39,483:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8948: H:6, E:2, P:3, Prefs[10]: C204, C1519, C1987, C1261, C1379, C1582, C405, C886, C1381, C1036>
2015-03-18 12:52:39,484:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8949: H:10, E:8, P:9, Prefs[10]: C122, C164, C141, C1343, C1973, C510, C1151, C742, C1023, C1011>
2015-03-18 12:52:39,486:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8950: H:5, E:1, P:6, Prefs[10]: C581, C1302, C1852, C1083, C1583, C1111, C379, C7, C1380, C1823>
2015-03-18 12:52:39,486:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8951: H:6, E:10, P:8, Prefs[10]: C77, C364, C636, C108, C1037, C902, C233, C1288, C1573, C371>
2015-03-18 12:52:39,487:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8952: H:10, E:9, P:10, Prefs[10]: C1573, C1325, C1109, C1717, C1878, C1562, C820, C1220, C243, C1585>
2015-03-18 12:52:39,487:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8953: H:5, E:10, P:9, Prefs[10]: C1160, C1202, C1847, C1579, C641, C278, C1870, C1165, C146, C1901>
2015-03-18 12:52:39,489:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8954: H:5, E:5, P:4, Prefs[10]: C560, C1392, C1553, C406, C1027, C1194, C513, C1833, C362, C413>
2015-03-18 12:52:39,490:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8955: H:10, E:9, P:10, Prefs[10]: C608, C351, C1389, C505, C1945, C1243, C731, C1427, C1580, C354>
2015-03-18 12:52:39,490:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8956: H:3, E:1, P:5, Prefs[10]: C656, C1820, C834, C1288, C790, C151, C1054, C1293, C1341, C1328>
2015-03-18 12:52:39,492:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8957: H:5, E:4, P:4, Prefs[10]: C1355, C645, C1334, C1581, C721, C1460, C1159, C119, C1872, C479>
2015-03-18 12:52:39,493:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8958: H:2, E:0, P:10, Prefs[10]: C1149, C1678, C1343, C1536, C35, C1188, C517, C1912, C1370, C1898>
2015-03-18 12:52:39,493:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8959: H:3, E:9, P:1, Prefs[10]: C1002, C1356, C1443, C535, C337, C1147, C1761, C618, C1299, C1670>
2015-03-18 12:52:39,494:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8960: H:5, E:7, P:7, Prefs[10]: C1409, C557, C312, C1450, C768, C267, C1589, C526, C1738, C927>
2015-03-18 12:52:39,496:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8961: H:3, E:0, P:7, Prefs[10]: C321, C47, C1949, C1821, C369, C699, C958, C708, C1675, C572>
2015-03-18 12:52:39,496:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8962: H:1, E:10, P:8, Prefs[10]: C916, C372, C1617, C1757, C1201, C314, C126, C1362, C1752, C476>
2015-03-18 12:52:39,496:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8963: H:6, E:0, P:1, Prefs[10]: C265, C587, C654, C512, C200, C1564, C376, C303, C170, C1890>
2015-03-18 12:52:39,497:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8964: H:8, E:2, P:2, Prefs[10]: C1717, C1585, C1007, C1251, C1965, C1680, C1621, C1977, C959, C1705>
2015-03-18 12:52:39,499:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8965: H:3, E:10, P:8, Prefs[10]: C158, C768, C911, C997, C1887, C1126, C1662, C86, C1124, C22>
2015-03-18 12:52:39,500:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8966: H:7, E:10, P:0, Prefs[10]: C1520, C317, C467, C534, C1909, C70, C1705, C782, C468, C1400>
2015-03-18 12:52:39,500:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8967: H:2, E:8, P:9, Prefs[10]: C160, C1435, C1676, C1471, C785, C1898, C872, C565, C1890, C1082>
2015-03-18 12:52:39,502:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8968: H:1, E:5, P:1, Prefs[10]: C192, C1855, C396, C1611, C1587, C1664, C339, C368, C1381, C1865>
2015-03-18 12:52:39,503:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8969: H:9, E:7, P:2, Prefs[10]: C1853, C754, C1946, C922, C858, C1925, C1307, C393, C1834, C716>
2015-03-18 12:52:39,503:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8970: H:6, E:10, P:9, Prefs[10]: C1021, C775, C666, C1952, C493, C307, C1427, C577, C233, C1403>
2015-03-18 12:52:39,505:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8971: H:5, E:5, P:6, Prefs[10]: C1964, C1649, C393, C1470, C369, C438, C1132, C1152, C1709, C1319>
2015-03-18 12:52:39,506:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8972: H:7, E:2, P:6, Prefs[10]: C1887, C527, C568, C107, C801, C1754, C665, C212, C370, C388>
2015-03-18 12:52:39,506:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8973: H:9, E:10, P:0, Prefs[10]: C1246, C1334, C640, C1887, C1278, C1902, C1582, C1214, C2, C1765>
2015-03-18 12:52:39,507:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8974: H:10, E:7, P:3, Prefs[10]: C188, C1663, C721, C794, C1591, C916, C1954, C781, C378, C1329>
2015-03-18 12:52:39,509:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8975: H:4, E:6, P:5, Prefs[10]: C1561, C1093, C1733, C1795, C799, C830, C1370, C953, C43, C1090>
2015-03-18 12:52:39,509:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8976: H:8, E:3, P:10, Prefs[10]: C1751, C1198, C629, C1269, C214, C1360, C1671, C404, C1758, C1050>
2015-03-18 12:52:39,510:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8977: H:8, E:2, P:7, Prefs[10]: C1752, C757, C1329, C1779, C560, C1986, C1359, C200, C1977, C86>
2015-03-18 12:52:39,512:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8978: H:2, E:9, P:2, Prefs[10]: C1187, C1658, C1459, C655, C1314, C1972, C206, C1127, C1103, C1822>
2015-03-18 12:52:39,513:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8979: H:7, E:9, P:3, Prefs[10]: C1421, C1439, C1676, C475, C373, C1812, C1687, C1550, C481, C1558>
2015-03-18 12:52:39,513:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8980: H:5, E:1, P:9, Prefs[10]: C93, C348, C1879, C1519, C1287, C504, C1623, C1409, C1301, C1607>
2015-03-18 12:52:39,515:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8981: H:7, E:3, P:10, Prefs[10]: C1997, C1624, C1210, C685, C1336, C104, C1881, C736, C231, C151>
2015-03-18 12:52:39,516:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8982: H:8, E:4, P:8, Prefs[10]: C622, C1277, C823, C326, C1901, C1381, C58, C1160, C1600, C1726>
2015-03-18 12:52:39,516:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8983: H:7, E:4, P:2, Prefs[10]: C1688, C672, C1249, C766, C1818, C675, C1446, C1517, C279, C811>
2015-03-18 12:52:39,519:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8984: H:0, E:0, P:5, Prefs[10]: C1933, C1932, C298, C534, C920, C247, C714, C297, C1978, C561>
2015-03-18 12:52:39,519:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8985: H:5, E:0, P:0, Prefs[10]: C1677, C1551, C1833, C1492, C436, C1239, C943, C1755, C782, C1062>
2015-03-18 12:52:39,519:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8986: H:5, E:10, P:3, Prefs[10]: C1132, C368, C102, C1997, C1711, C1031, C767, C1401, C1732, C843>
2015-03-18 12:52:39,519:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8987: H:9, E:7, P:4, Prefs[10]: C58, C765, C995, C392, C818, C104, C925, C309, C1453, C468>
2015-03-18 12:52:39,520:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8988: H:1, E:4, P:4, Prefs[10]: C689, C1938, C1074, C613, C510, C1405, C1966, C186, C1510, C1340>
2015-03-18 12:52:39,522:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8989: H:3, E:3, P:8, Prefs[10]: C432, C1180, C1495, C404, C823, C181, C382, C349, C1452, C962>
2015-03-18 12:52:39,523:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8990: H:9, E:4, P:8, Prefs[10]: C702, C1682, C20, C1043, C721, C1160, C604, C1120, C608, C113>
2015-03-18 12:52:39,523:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8991: H:2, E:2, P:9, Prefs[10]: C283, C1482, C485, C364, C1644, C1792, C183, C527, C43, C451>
2015-03-18 12:52:39,525:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8992: H:5, E:3, P:5, Prefs[10]: C1185, C1685, C1722, C1546, C1831, C1754, C1912, C350, C1586, C1348>
2015-03-18 12:52:39,526:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8993: H:3, E:10, P:2, Prefs[10]: C1302, C1108, C448, C1354, C1795, C913, C937, C579, C1075, C598>
2015-03-18 12:52:39,526:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8994: H:1, E:7, P:5, Prefs[10]: C1690, C164, C825, C361, C169, C68, C331, C20, C721, C1676>
2015-03-18 12:52:39,526:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8995: H:7, E:2, P:9, Prefs[10]: C1855, C1748, C1239, C1380, C439, C8, C1507, C158, C1624, C1013>
2015-03-18 12:52:39,528:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8996: H:8, E:6, P:9, Prefs[10]: C1006, C646, C1018, C963, C1626, C1779, C997, C1232, C1433, C1930>
2015-03-18 12:52:39,529:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8997: H:7, E:0, P:1, Prefs[10]: C262, C1983, C590, C591, C1570, C1500, C532, C1563, C1450, C388>
2015-03-18 12:52:39,529:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8998: H:10, E:1, P:7, Prefs[10]: C1125, C1061, C1518, C109, C1773, C107, C1130, C1122, C283, C9>
2015-03-18 12:52:39,530:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #8999: H:2, E:6, P:5, Prefs[10]: C1688, C193, C383, C164, C1397, C312, C1082, C1515, C1985, C630>
2015-03-18 12:52:39,532:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9000: H:10, E:9, P:6, Prefs[10]: C194, C936, C158, C569, C148, C534, C1397, C1394, C965, C876>
2015-03-18 12:52:39,532:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9001: H:8, E:3, P:7, Prefs[10]: C1028, C1162, C306, C492, C1766, C505, C233, C1539, C1407, C94>
2015-03-18 12:52:39,533:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9002: H:10, E:9, P:10, Prefs[10]: C905, C1497, C332, C1481, C1163, C468, C1386, C665, C956, C531>
2015-03-18 12:52:39,535:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9003: H:6, E:10, P:3, Prefs[10]: C1871, C534, C750, C123, C1419, C149, C1330, C889, C1342, C954>
2015-03-18 12:52:39,536:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9004: H:8, E:5, P:10, Prefs[10]: C1695, C1169, C1258, C364, C665, C62, C1445, C688, C273, C1022>
2015-03-18 12:52:39,536:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9005: H:1, E:3, P:5, Prefs[10]: C194, C243, C1710, C361, C1262, C1220, C1717, C1979, C1411, C1131>
2015-03-18 12:52:39,536:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9006: H:7, E:6, P:9, Prefs[10]: C1404, C820, C164, C617, C546, C335, C1250, C1382, C582, C1953>
2015-03-18 12:52:39,538:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9007: H:0, E:4, P:5, Prefs[10]: C534, C766, C1214, C334, C1698, C453, C446, C65, C697, C1089>
2015-03-18 12:52:39,539:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9008: H:10, E:2, P:8, Prefs[10]: C403, C1281, C750, C1609, C732, C1399, C871, C1748, C1015, C1783>
2015-03-18 12:52:39,539:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9009: H:5, E:9, P:10, Prefs[10]: C1908, C1348, C1788, C616, C1729, C54, C1311, C1457, C1999, C917>
2015-03-18 12:52:39,539:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9010: H:2, E:4, P:4, Prefs[10]: C1757, C320, C1197, C839, C1871, C1289, C25, C989, C969, C620>
2015-03-18 12:52:39,540:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9011: H:9, E:8, P:2, Prefs[10]: C1528, C932, C279, C1777, C290, C1006, C1175, C1430, C1294, C968>
2015-03-18 12:52:39,542:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9012: H:2, E:1, P:10, Prefs[10]: C1510, C917, C932, C129, C798, C496, C66, C1192, C1371, C1925>
2015-03-18 12:52:39,542:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9013: H:1, E:10, P:6, Prefs[10]: C739, C440, C821, C29, C105, C705, C974, C35, C1061, C266>
2015-03-18 12:52:39,543:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9014: H:5, E:7, P:2, Prefs[10]: C660, C1311, C28, C832, C944, C1525, C874, C1434, C1661, C1072>
2015-03-18 12:52:39,545:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9015: H:5, E:2, P:0, Prefs[10]: C802, C1430, C1319, C1261, C1861, C894, C556, C1621, C1120, C1883>
2015-03-18 12:52:39,545:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9016: H:8, E:3, P:1, Prefs[10]: C336, C829, C654, C1960, C1901, C1952, C1389, C683, C496, C277>
2015-03-18 12:52:39,546:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9017: H:2, E:4, P:6, Prefs[10]: C1805, C1563, C1202, C629, C1911, C1523, C284, C1678, C1716, C1355>
2015-03-18 12:52:39,546:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9018: H:3, E:9, P:6, Prefs[10]: C1369, C354, C95, C696, C1301, C1662, C182, C1790, C1544, C579>
2015-03-18 12:52:39,548:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9019: H:2, E:4, P:7, Prefs[10]: C1544, C800, C520, C1138, C1218, C1150, C333, C1037, C1524, C838>
2015-03-18 12:52:39,549:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9020: H:2, E:7, P:8, Prefs[10]: C1240, C1269, C1953, C1086, C1463, C1569, C1055, C1280, C306, C1478>
2015-03-18 12:52:39,549:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9021: H:0, E:7, P:2, Prefs[10]: C348, C834, C675, C1895, C336, C499, C1162, C135, C357, C242>
2015-03-18 12:52:39,551:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9022: H:10, E:6, P:10, Prefs[10]: C105, C1574, C1613, C1931, C1783, C949, C367, C563, C1582, C990>
2015-03-18 12:52:39,551:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9023: H:9, E:8, P:4, Prefs[10]: C1556, C1743, C512, C93, C3, C941, C1235, C268, C236, C1405>
2015-03-18 12:52:39,552:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9024: H:5, E:4, P:2, Prefs[10]: C557, C460, C144, C563, C1133, C822, C419, C215, C412, C426>
2015-03-18 12:52:39,552:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9025: H:2, E:2, P:2, Prefs[10]: C1920, C584, C1052, C1477, C1143, C116, C1105, C326, C973, C1744>
2015-03-18 12:52:39,553:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9026: H:10, E:2, P:1, Prefs[10]: C579, C572, C1336, C526, C12, C290, C792, C1111, C1090, C271>
2015-03-18 12:52:39,555:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9027: H:10, E:7, P:6, Prefs[10]: C226, C1790, C1372, C1049, C1031, C1755, C1251, C715, C1032, C1532>
2015-03-18 12:52:39,555:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9028: H:10, E:5, P:0, Prefs[10]: C1119, C1079, C1058, C87, C1594, C1247, C696, C917, C1281, C1588>
2015-03-18 12:52:39,556:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9029: H:4, E:0, P:5, Prefs[10]: C1926, C1154, C152, C1774, C59, C1334, C233, C477, C807, C1223>
2015-03-18 12:52:39,556:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9030: H:0, E:2, P:1, Prefs[10]: C469, C1228, C1616, C1434, C1437, C311, C120, C1084, C1816, C1121>
2015-03-18 12:52:39,558:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9031: H:6, E:10, P:10, Prefs[10]: C1142, C1595, C27, C758, C1997, C1702, C685, C773, C1697, C566>
2015-03-18 12:52:39,559:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9032: H:3, E:2, P:2, Prefs[10]: C1612, C1748, C1478, C1232, C1363, C70, C729, C875, C39, C1637>
2015-03-18 12:52:39,559:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9033: H:6, E:4, P:2, Prefs[10]: C1124, C1814, C930, C1975, C39, C1233, C1041, C625, C63, C1637>
2015-03-18 12:52:39,561:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9034: H:7, E:9, P:4, Prefs[10]: C1803, C1983, C298, C1214, C950, C710, C637, C1356, C1879, C480>
2015-03-18 12:52:39,561:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9035: H:8, E:10, P:5, Prefs[10]: C1031, C270, C1683, C1219, C954, C985, C998, C513, C936, C473>
2015-03-18 12:52:39,562:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9036: H:7, E:7, P:0, Prefs[10]: C1674, C229, C629, C653, C1747, C1135, C1075, C1985, C134, C1887>
2015-03-18 12:52:39,562:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9037: H:4, E:3, P:4, Prefs[10]: C123, C1454, C1528, C450, C1182, C417, C346, C192, C805, C1771>
2015-03-18 12:52:39,563:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9038: H:3, E:0, P:10, Prefs[10]: C1855, C1438, C1510, C1292, C873, C33, C1260, C275, C1765, C749>
2015-03-18 12:52:39,565:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9039: H:4, E:8, P:1, Prefs[10]: C871, C197, C496, C1514, C414, C1285, C15, C536, C263, C1803>
2015-03-18 12:52:39,565:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9040: H:2, E:2, P:1, Prefs[10]: C449, C1884, C1995, C1693, C682, C371, C1907, C1412, C1317, C1258>
2015-03-18 12:52:39,566:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9041: H:8, E:1, P:1, Prefs[10]: C1400, C657, C670, C959, C96, C956, C1877, C313, C56, C1797>
2015-03-18 12:52:39,566:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9042: H:5, E:7, P:7, Prefs[10]: C1791, C1634, C1838, C265, C634, C1902, C1132, C480, C1811, C401>
2015-03-18 12:52:39,568:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9043: H:8, E:0, P:8, Prefs[10]: C19, C534, C80, C54, C652, C1974, C722, C1647, C6, C133>
2015-03-18 12:52:39,569:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9044: H:0, E:7, P:5, Prefs[10]: C607, C1398, C583, C311, C657, C942, C1595, C181, C1571, C892>
2015-03-18 12:52:39,569:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9045: H:5, E:10, P:6, Prefs[10]: C1617, C912, C1954, C1019, C1169, C1488, C417, C745, C273, C1579>
2015-03-18 12:52:39,569:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9046: H:3, E:7, P:8, Prefs[10]: C1397, C725, C1177, C1562, C67, C120, C679, C1698, C566, C1436>
2015-03-18 12:52:39,571:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9047: H:4, E:7, P:5, Prefs[10]: C654, C1850, C315, C760, C201, C238, C289, C362, C1940, C1379>
2015-03-18 12:52:39,572:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9048: H:8, E:5, P:3, Prefs[10]: C1737, C1348, C471, C1263, C1001, C1537, C972, C1837, C1240, C319>
2015-03-18 12:52:39,572:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9049: H:3, E:10, P:7, Prefs[10]: C74, C593, C1522, C1751, C1374, C1425, C1591, C449, C1735, C772>
2015-03-18 12:52:39,573:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9050: H:6, E:4, P:2, Prefs[10]: C234, C1167, C1347, C58, C179, C1925, C1237, C1562, C77, C546>
2015-03-18 12:52:39,575:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9051: H:5, E:6, P:3, Prefs[10]: C40, C540, C711, C262, C505, C1445, C219, C1689, C1905, C1769>
2015-03-18 12:52:39,575:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9052: H:6, E:2, P:6, Prefs[10]: C1822, C881, C1734, C668, C117, C846, C1422, C950, C1281, C405>
2015-03-18 12:52:39,576:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9053: H:8, E:5, P:2, Prefs[10]: C1150, C980, C1217, C1808, C117, C1507, C540, C1318, C1677, C1835>
2015-03-18 12:52:39,576:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9054: H:0, E:1, P:6, Prefs[10]: C426, C839, C1448, C1428, C1571, C1509, C1907, C1400, C433, C911>
2015-03-18 12:52:39,578:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9055: H:3, E:9, P:7, Prefs[10]: C1219, C1414, C150, C1890, C438, C337, C1402, C1111, C1792, C1013>
2015-03-18 12:52:39,578:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9056: H:4, E:7, P:2, Prefs[10]: C861, C1645, C1034, C1243, C1661, C592, C1910, C1679, C1355, C1896>
2015-03-18 12:52:39,579:DEBUG:JuggleFest.parse_input_file@L176:Created Juggler: <Juggler #9057: H:10, E:4, P:3, Prefs[10]: C1950, C1618, C1285, C1888, C426, C238, C617, C736, C727, C1800>
